x_ProjectCode,x_BH_ID,x_Motherhole,x_HoleType,x_MaxDepth,x_DepthFrom,x_DepthTo,x_Date,x_Cr2O3_%,x_FeO_%,x_SiO2_%,x_MgO_%,x_Al2O3_%,x_CaO_%,x_P_%,x_Au_ICP_ppm,x_Pt_ICP_ppm,x_Pd_ICP_ppm,x_Rh_ICP_ppm,x_Ir_ICP_ppm,x_Ru_ICP_ppm,y_Level1,y_Level2
J1477,EL06,EL06,borehole,34.28,17.89,18.36,23. Okt 09,37.19,27.18,5.57,9.76,17.04,1.02,0.0,0.01,1.47,0.23,0.22,0.18,0.78,MG,2
J1478,EL06,EL06,borehole,34.28,18.99,19.23,23. Okt 09,32.43,25.06,8.5,10.81,14.74,1.98,0.0,0.01,3.08,0.57,0.44,0.17,0.42,MG,2
J1475,EL07,EL07,borehole,37.3,10.55,10.9,17. Sep 13,,,,,,,,0.01,0.87,0.14,0.15,0.13,0.53,MG,2
J1484,EL11,EL11,borehole,49.3,43.05,43.16,23. Okt 09,37.0,24.69,10.67,12.33,14.32,1.0,0.0,0.01,2.9,0.52,0.39,0.17,0.36,MG,2
J1483,EL11,EL11,borehole,49.3,42.41,42.81,23. Okt 09,41.07,25.87,3.87,10.27,16.84,0.54,0.0,0.01,1.4,0.39,0.25,0.23,0.89,MG,2
J1474,EL14,EL14,borehole,25.48,19.6,20.18,23. Okt 09,27.81,24.11,12.96,10.75,15.24,2.32,0.0,0.02,3.53,0.83,0.3,0.16,0.47,MG,2
J1475,EL14,EL14,borehole,25.48,20.35,20.45,23. Okt 09,30.5,23.47,10.33,12.37,14.13,2.28,0.0,0.01,2.76,0.55,0.32,0.12,0.3,MG,2
J1474,EL16,EL16,borehole,25.48,8.53,8.8,23. Okt 09,31.94,26.45,5.33,9.98,14.97,3.37,0.0,0.01,1.46,0.31,0.18,0.18,0.79,MG,2
J1475,EL16,EL16,borehole,25.48,8.98,9.24,23. Okt 09,18.7,15.47,14.15,14.47,9.62,8.16,0.0,0.01,2.52,0.37,0.32,0.11,0.24,MG,2
J1929,EL22,EL22,borehole,300.69,98.42,98.56,19. Sep 13,35.57,21.38,9.0,11.7,15.3,1.8,0.0,0.01,3.59,0.59,0.51,0.17,0.4,MG,2
J1928,EL22,EL22,borehole,300.69,97.83,98.36,19. Sep 13,36.29,22.44,8.0,11.0,17.6,1.09,0.0,0.01,1.66,0.33,0.33,0.22,0.83,MG,2
J1924,EL23,EL23,borehole,276.6,149.46,149.9,19. Sep 13,40.13,26.34,3.3,9.8,16.8,0.31,0.0,0.01,1.35,0.42,0.24,0.18,0.66,MG,2
J1925,EL23,EL23,borehole,276.6,150.33,150.47,19. Sep 13,33.0,24.02,11.2,12.4,14.2,0.94,0.0,0.01,6.76,1.33,0.69,0.21,0.44,MG,2
J1476,MD01,MD01,borehole,48.89,45.3,45.79,23. Okt 09,38.62,27.89,4.99,10.07,15.97,0.6,0.0,0.01,1.73,0.5,0.23,0.15,0.69,MG,2
J1920,MD019,MD019,borehole,229.2,92.59,93.07,19. Sep 13,34.79,24.62,9.8,10.6,15.8,1.4,0.0,0.01,1.19,0.44,0.26,0.19,0.9,MG,2
J1917,MD022,MD022,borehole,247.22,120.08,120.52,19. Sep 13,37.81,25.36,6.0,10.3,16.5,0.83,0.0,0.01,1.44,0.46,0.29,0.21,0.89,MG,2
J1472,MD13,MD13,borehole,25.45,8.38,8.89,17. Sep 13,31.97,24.37,14.24,11.37,12.9,2.05,0.0,0.01,1.32,0.1,0.14,0.13,0.58,MG,2
J1481,MD15,MD15,borehole,45.88,43.26,43.93,17. Sep 13,37.49,23.89,7.68,10.1,13.88,2.27,0.0,0.01,0.63,0.2,0.15,0.12,0.54,MG,2
J1522,MD17,MD17,borehole,645.33,335.08,335.51,17. Sep 13,39.26,24.77,5.71,10.49,15.02,1.27,0.0,0.01,1.53,0.53,0.38,0.17,0.68,MG,2
J1521,MD17,MD17,borehole,645.33,334.63,334.84,17. Sep 13,35.7,25.51,7.04,10.03,15.0,2.59,0.0,0.01,1.21,0.47,0.34,0.17,0.71,MG,2
J1493,MD18,MD18,borehole,524.83,375.15,375.57,17. Sep 13,34.86,28.24,6.75,10.33,14.91,1.29,0.0,0.01,1.13,0.42,0.32,0.18,0.75,MG,2
J1480,RD16,RD16,borehole,50.32,47.72,48.26,13. Jan 10,33.85,24.12,11.35,10.8,14.14,2.22,0.11,0.01,1.25,0.44,0.22,0.11,0.6,MG,2
J1478,S100B,S100B,borehole,142.19,60.8,61.6,17. Sep 13,35.02,24.4,10.82,9.99,18.03,2.1,0.0,0.01,1.05,0.27,0.25,0.16,0.61,MG,2
J1476,S100C,S100C,borehole,143.03,75.03,75.6,17. Sep 13,34.45,24.53,9.79,9.84,17.67,1.96,0.0,0.01,2.04,0.27,0.3,0.2,0.72,MG,2
J1111,SC01,SC01,borehole,274.5,45.79,46.16,17. Sep 13,33.46,23.99,11.65,9.88,17.5,2.23,0.0,0.01,1.9,0.44,0.26,0.16,0.57,MG,2
J1110,SC02,SC02,borehole,280.7,53.46,53.91,17. Sep 13,35.67,25.6,7.78,9.79,17.52,1.25,0.0,0.01,1.22,0.23,0.21,0.19,0.71,MG,2
J1111,SC03,SC03,borehole,289.65,47.0,47.5,17. Sep 13,35.47,24.91,7.86,9.85,17.96,1.65,0.0,0.01,1.36,0.29,0.23,0.18,0.67,MG,2
J1121,SC08,SC08,borehole,645.05,229.29,229.92,17. Sep 13,34.47,24.59,9.52,9.85,17.58,1.86,0.0,0.01,1.12,0.23,0.21,0.17,0.66,MG,2
J1128,SC26,SC26,borehole,559.27,138.61,138.87,17. Sep 13,21.09,20.48,24.4,10.4,16.39,4.1,0.0,0.01,1.34,0.22,0.25,0.13,0.44,MG,2
J1112,SC34,SC34,borehole,463.7,53.38,54.05,08. Sep 09,43.54,22.43,8.47,9.61,15.26,1.01,0.01,0.01,0.98,0.29,0.19,0.13,0.59,MG,2
J1142,SC42,SC42,borehole,577.5,160.8,160.95,19. Sep 13,,,,,,,,0.01,1.49,0.34,0.29,0.2,1.22,MG,2
J1129,SC45,SC45,borehole,652.0,217.77,217.9,19. Sep 13,,,,,,,,0.01,1.11,0.29,0.3,0.15,0.69,MG,2
J1133,SC53,SC53,borehole,645.0,221.59,221.92,20. Sep 13,,,,,,,,0.01,1.56,0.33,0.19,0.17,0.7,MG,2
J1131,SC55,SC55,borehole,532.4,134.52,134.99,20. Sep 13,,,,,,,,0.01,1.16,0.3,0.2,0.14,0.64,MG,2
J1132,SC57,SC57,borehole,556.75,139.9,141.5,20. Sep 13,,,,,,,,0.01,1.16,0.3,0.21,0.16,0.65,MG,2
J1115,SC63,SC63,borehole,333.75,92.24,92.49,20. Sep 13,,,,,,,,0.01,1.56,1.03,0.46,0.17,0.61,MG,2
J1126,SC67,SC67,borehole,508.75,83.86,83.95,20. Sep 13,,,,,,,,0.01,0.85,0.3,0.23,0.1,0.56,MG,2
J1478,ZK117,ZK117,borehole,33.98,29.74,30.28,17. Sep 13,36.19,25.83,5.85,8.48,15.0,3.46,0.0,0.01,1.12,0.2,0.18,0.16,0.65,MG,2
J1472,ZK122,ZK122,borehole,21.68,19.75,20.28,17. Sep 13,34.04,23.35,7.42,7.9,15.41,4.08,0.0,0.01,0.87,0.15,0.24,0.12,0.58,MG,2
J1475,ZK123,ZK123,borehole,25.48,18.95,19.28,17. Sep 13,37.31,24.51,4.73,9.83,15.58,4.25,0.0,0.01,0.98,0.19,0.18,0.13,0.63,MG,2
J1473,ZK125,ZK125,borehole,20.7,18.74,19.27,17. Sep 13,29.87,22.09,8.58,7.45,14.05,7.08,0.0,0.01,1.22,0.1,0.2,0.13,0.57,MG,2
J1482,ZK126,ZK126,borehole,40.35,31.52,32.0,17. Sep 13,40.7,28.11,5.29,7.59,12.22,2.1,0.0,0.01,1.83,0.15,0.29,0.19,0.91,MG,2
J1480,ZK128,ZK128,borehole,48.53,47.95,48.44,17. Sep 13,38.54,26.9,5.27,9.38,16.8,0.91,0.0,0.01,2.19,0.16,0.31,0.18,0.73,MG,2
J1473,ZK129,ZK129,borehole,37.93,18.52,19.08,17. Sep 13,33.34,23.45,7.33,8.11,15.28,5.28,0.0,0.01,1.12,0.11,0.13,0.12,0.6,MG,2
J1473,ZK130,ZK130,borehole,25.3,3.0,3.77,17. Sep 13,37.9,24.56,7.5,8.98,17.34,1.43,0.0,0.01,2.57,0.15,0.25,0.14,0.61,MG,2
J1478,ZK132,ZK132,borehole,37.15,17.19,17.68,17. Sep 13,37.59,26.35,6.99,8.67,15.45,1.33,0.0,0.01,1.09,0.2,0.08,0.11,0.56,MG,2
J1926,ZK134,ZK134,borehole,284.54,126.67,127.09,19. Sep 13,33.19,23.83,8.6,10.2,17.6,1.77,0.0,0.01,1.05,0.15,0.33,0.15,0.6,MG,2
J1927,ZK135,ZK135,borehole,265.99,107.96,108.1,19. Sep 13,30.38,17.33,11.8,12.4,22.6,2.4,0.0,0.01,1.31,0.11,0.23,0.17,0.39,MG,2
J1917,ZK135,ZK135,borehole,265.99,107.96,108.1,19. Sep 13,29.69,17.48,12.7,13.4,21.2,2.13,0.0,0.01,1.03,0.12,0.23,0.16,0.38,MG,2
J1928,ZK135,ZK135,borehole,265.99,111.14,111.18,19. Sep 13,32.76,23.3,13.9,10.5,16.2,2.07,0.0,0.01,0.53,0.2,0.19,0.09,0.41,MG,2
J1929,ZK135,ZK135,borehole,265.99,111.23,111.63,19. Sep 13,37.48,24.21,9.1,9.5,16.7,1.42,0.0,0.01,1.45,0.17,0.23,0.16,0.68,MG,2
J1927,ZK136,ZK136,borehole,281.16,110.34,110.55,19. Sep 13,38.35,25.13,6.8,9.8,16.9,0.96,0.0,0.01,1.8,0.29,0.23,0.19,0.78,MG,2
J1926,ZK136,ZK136,borehole,281.16,109.97,110.2,19. Sep 13,38.28,23.99,7.9,9.2,17.5,1.5,0.0,0.01,0.89,0.37,0.26,0.14,0.62,MG,2
J1920,ZK142,ZK142,borehole,247.8,110.36,110.85,19. Sep 13,39.95,25.92,4.6,9.8,16.6,0.85,0.0,0.01,1.25,0.33,0.22,0.17,0.64,MG,2
J1920,ZK143,ZK143,borehole,193.82,32.35,32.81,19. Sep 13,36.92,23.77,8.0,9.5,17.9,1.47,0.0,0.01,0.86,0.18,0.17,0.15,0.62,MG,2
J1914,ZK143,ZK143,borehole,193.82,32.35,32.81,19. Sep 13,37.14,23.66,8.0,9.3,18.0,1.53,0.0,0.01,1.16,0.13,0.18,0.15,0.59,MG,2
J1919,ZK144,ZK144,borehole,298.78,135.63,135.92,19. Sep 13,35.69,23.62,9.4,10.4,16.6,1.2,0.0,0.01,1.66,0.1,0.24,0.22,0.77,MG,2
J1921,ZK146,ZK146,borehole,286.32,118.1,118.59,19. Sep 13,36.69,26.21,6.8,8.6,16.6,1.48,0.0,0.01,0.98,0.23,0.21,0.16,0.65,MG,2
J1117,ZK37,ZK37,borehole,445.5,22.14,22.25,04. Okt 13,,,,,,,,0.01,2.23,0.24,0.32,0.24,1.23,MG,2
J1097,ZK40,ZK40,borehole,112.54,14.76,15.29,17. Sep 13,32.98,23.55,11.18,10.01,17.7,2.09,0.0,0.01,1.09,0.24,0.22,0.16,0.61,MG,2
J1119,ZK43,ZK43,borehole,476.55,22.59,23.1,17. Sep 13,35.23,24.6,9.51,10.35,17.31,1.53,0.0,0.01,1.2,0.26,0.25,0.19,0.69,MG,2
J1129,ZK44,ZK44,borehole,536.8,176.17,176.34,17. Sep 13,34.43,25.62,10.2,10.0,18.2,1.82,0.0,0.01,0.82,0.2,0.26,0.15,0.61,MG,2
J1124,ZK48,ZK48,borehole,511.4,130.69,131.15,17. Sep 13,36.8,25.27,6.74,9.82,17.26,1.4,0.0,0.01,1.52,0.24,0.27,0.2,0.74,MG,2
J1122,ZK79,ZK79,borehole,334.65,135.03,135.08,07. Okt 13,,,,,,,,0.01,0.97,0.18,0.3,0.16,0.7,MG,2
J1123,ZK79,ZK79,borehole,334.65,135.11,135.52,07. Okt 13,,,,,,,,0.01,1.24,0.14,0.22,0.2,0.87,MG,2
J1121,ZK39,ZK39,borehole,498.2,113.6,113.81,11. Aug 08,36.0,24.67,8.12,9.72,17.86,1.86,0.0,0.01,0.71,0.12,0.2,0.12,0.55,MG,2
J1476,EL02,EL02,borehole,40.26,19.66,20.67,23. Okt 09,33.96,26.61,9.84,9.63,16.05,2.08,0.01,0.01,1.31,0.59,0.4,0.16,0.6,MG,3
J1477,EL02,EL02,borehole,40.26,20.83,20.89,23. Okt 09,25.05,23.76,21.07,12.34,14.17,1.78,0.0,0.01,1.44,0.36,0.38,0.09,0.31,MG,3
J1919,EL027,EL027,borehole,182.14,40.32,40.9,19. Sep 13,35.35,25.57,5.7,8.4,16.2,2.98,0.01,0.01,0.99,0.38,0.33,0.15,0.56,MG,3
J1925,EL028,EL028,borehole,174.82,37.13,37.91,19. Sep 13,29.84,21.9,14.4,10.9,17.7,2.64,0.0,0.01,1.24,0.65,0.32,0.14,0.51,MG,3
J1918,EL030,EL030,borehole,209.09,78.75,78.98,19. Sep 13,36.18,26.0,6.8,10.4,17.7,1.28,0.0,0.01,1.41,0.84,0.41,0.17,0.69,MG,3
J1919,EL030,EL030,borehole,209.09,79.32,79.82,19. Sep 13,39.95,26.26,3.1,10.2,17.4,0.47,0.0,0.01,1.26,0.47,0.33,0.14,0.54,MG,3
J1912,EL030,EL030,borehole,209.09,79.32,79.82,19. Sep 13,38.86,25.73,5.3,9.4,17.0,1.12,0.0,0.01,1.33,0.32,0.22,0.18,0.75,MG,3
J1919,EL032,EL032,borehole,267.2,151.48,152.07,19. Sep 13,37.58,19.47,7.0,11.1,20.1,1.49,0.0,0.01,1.44,0.14,0.34,0.15,0.62,MG,3
J1923,EL033,EL033,borehole,163.74,40.02,40.18,19. Sep 13,28.99,22.91,15.2,11.4,16.0,2.09,0.0,0.01,2.26,1.06,0.61,0.19,0.71,MG,3
J1924,EL033,EL033,borehole,163.74,40.31,40.59,19. Sep 13,34.65,26.6,6.8,9.2,18.6,1.38,0.0,0.01,0.93,0.36,0.25,0.14,0.56,MG,3
J1925,EL033,EL033,borehole,163.74,40.65,41.31,19. Sep 13,32.02,23.66,10.7,9.8,18.6,1.97,0.0,0.01,1.25,0.31,0.26,0.11,0.37,MG,3
J1478,EL05,EL05,borehole,57.42,51.68,51.83,23. Okt 09,31.41,26.1,10.35,10.51,18.05,1.93,0.0,0.01,2.52,1.34,0.7,0.21,0.79,MG,3
J1479,EL05,EL05,borehole,57.42,51.9,52.64,23. Okt 09,35.12,28.17,6.02,10.21,16.29,0.99,0.0,0.01,1.13,0.35,0.3,0.13,0.5,MG,3
J1480,EL06,EL06,borehole,34.28,12.99,13.38,23. Okt 09,37.58,28.67,3.83,9.3,15.69,1.54,0.0,0.01,1.48,0.42,0.36,0.15,0.53,MG,3
J1479,EL06,EL06,borehole,34.28,12.56,12.8,23. Okt 09,31.33,26.16,10.84,10.14,17.22,1.66,0.0,0.01,2.29,1.49,0.59,0.21,0.72,MG,3
J1486,EL11,EL11,borehole,49.3,33.6,33.66,23. Okt 09,37.97,26.73,6.57,10.43,16.46,0.62,0.0,0.04,1.89,0.21,0.27,0.18,0.66,MG,3
J1487,EL11,EL11,borehole,49.3,34.63,34.87,23. Okt 09,35.99,25.81,7.99,11.06,15.62,1.29,0.0,0.01,0.4,0.11,0.14,0.08,0.37,MG,3
J1490,EL11,EL11,borehole,49.3,36.31,36.64,23. Okt 09,31.3,23.59,11.37,11.83,15.15,1.52,0.0,0.01,1.73,0.6,0.5,0.2,0.65,MG,3
J1488,EL11,EL11,borehole,49.3,34.99,35.12,23. Okt 09,37.9,26.79,6.06,10.75,16.66,0.87,0.0,0.01,0.73,0.08,0.22,0.12,0.55,MG,3
J1489,EL11,EL11,borehole,49.3,35.73,35.91,23. Okt 09,39.48,27.33,4.43,9.79,16.93,0.84,0.0,0.01,2.16,0.29,0.49,0.23,0.68,MG,3
J1485,EL11,EL11,borehole,49.3,33.03,33.47,23. Okt 09,41.44,26.5,3.71,10.17,16.97,0.74,0.0,0.01,1.34,0.17,0.42,0.25,0.93,MG,3
J1491,EL11,EL11,borehole,49.3,37.04,37.72,23. Okt 09,34.97,25.37,7.73,10.9,15.16,1.65,0.0,0.03,1.62,0.31,0.39,0.19,0.59,MG,3
J1476,EL14,EL14,borehole,25.48,11.2,12.1,23. Okt 09,35.29,26.6,5.83,9.91,17.19,1.3,0.0,0.01,1.57,0.48,0.35,0.14,0.53,MG,3
J1477,MD01,MD01,borehole,48.89,36.11,37.09,23. Okt 09,33.17,26.74,8.96,10.26,16.45,1.37,0.01,0.01,1.42,0.66,0.38,0.14,0.57,MG,3
J1478,MD01,MD01,borehole,48.89,37.16,37.23,23. Okt 09,26.67,24.22,15.39,9.76,16.48,2.65,0.0,0.01,2.47,0.52,0.52,0.12,0.43,MG,3
J1922,MD019,MD019,borehole,229.2,84.42,85.16,19. Sep 13,31.83,23.26,11.4,11.8,17.4,1.42,0.0,0.01,1.13,0.44,0.36,0.14,0.58,MG,3
J1921,MD019,MD019,borehole,229.2,84.0,84.09,19. Sep 13,32.13,24.23,11.7,10.2,16.4,1.96,0.0,0.01,3.42,1.21,1.13,0.31,1.11,MG,3
J1919,MD022,MD022,borehole,247.22,110.26,111.3,19. Sep 13,33.39,23.98,10.4,10.2,16.8,1.92,0.0,0.01,1.74,0.78,0.55,0.17,0.62,MG,3
J1918,MD022,MD022,borehole,247.22,111.51,111.54,19. Sep 13,29.06,23.23,13.4,9.5,18.1,2.71,0.0,0.01,1.34,0.23,0.3,0.07,0.19,MG,3
J1482,MD15,MD15,borehole,45.88,31.86,32.15,17. Sep 13,0.98,12.05,51.53,23.54,4.07,3.35,0.0,0.01,0.05,0.01,0.01,0.01,0.01,MG,3
J1523,MD17,MD17,borehole,645.33,328.06,329.09,17. Sep 13,40.1,25.96,4.97,9.82,17.15,0.58,0.0,0.01,1.42,0.58,0.45,0.18,0.65,MG,3
J1494,MD18,MD18,borehole,524.83,369.97,370.81,17. Sep 13,33.82,27.75,7.74,10.01,16.85,1.71,0.0,0.01,1.12,0.46,0.32,0.14,0.57,MG,3
J1481,RD16,RD16,borehole,50.32,38.02,38.99,13. Jan 10,32.16,18.03,16.1,10.75,15.1,2.63,0.03,0.03,1.28,1.12,0.31,0.09,0.37,MG,3
J1480,S100B,S100B,borehole,142.19,48.21,48.27,17. Sep 13,29.81,22.88,15.79,8.26,18.05,3.74,0.0,0.01,1.76,0.45,0.45,0.12,0.37,MG,3
J1479,S100B,S100B,borehole,142.19,47.8,47.97,17. Sep 13,29.61,23.76,17.09,10.42,15.72,2.94,0.0,0.01,0.75,0.35,0.35,0.13,0.49,MG,3
J1482,S100B,S100B,borehole,142.19,48.84,49.27,17. Sep 13,30.51,23.36,15.38,9.48,17.48,3.11,0.0,0.01,1.11,0.37,0.3,0.09,0.3,MG,3
J1481,S100B,S100B,borehole,142.19,48.37,48.68,17. Sep 13,30.42,23.72,15.86,9.43,17.0,3.05,0.0,0.01,1.0,0.28,0.33,0.07,0.24,MG,3
J1477,S100C,S100C,borehole,143.03,64.31,65.2,17. Sep 13,32.48,24.26,13.19,9.94,16.9,2.58,0.0,0.01,1.06,0.39,0.34,0.13,0.5,MG,3
J1106,SC01,SC01,borehole,274.5,40.34,41.15,17. Feb 09,31.78,23.89,12.89,9.61,17.37,2.57,0.0,0.01,0.9,0.3,0.23,0.07,0.29,MG,3
J1105,SC01,SC01,borehole,274.5,39.99,40.29,23. Dez 08,35.81,23.88,10.07,9.24,16.42,1.69,0.0,0.01,2.07,1.24,0.53,0.16,0.61,MG,3
J1105,SC02,SC02,borehole,280.7,41.94,42.06,15. Jan 09,23.52,19.4,24.68,13.95,13.04,2.28,0.0,0.01,0.56,0.37,0.15,0.06,0.2,MG,3
J1107,SC02,SC02,borehole,280.7,41.49,41.68,15. Jan 09,24.16,19.45,24.07,14.2,13.58,2.02,0.0,0.01,1.22,0.76,0.35,0.11,0.46,MG,3
J1104,SC02,SC02,borehole,280.7,38.38,39.08,15. Jan 09,33.21,23.15,11.49,10.63,16.51,1.67,0.0,0.01,2.68,1.75,0.73,0.25,0.87,MG,3
J1106,SC02,SC02,borehole,280.7,42.79,43.65,15. Jan 09,35.31,25.24,8.85,9.07,17.18,1.27,0.0,0.01,1.09,0.4,0.28,0.09,0.39,MG,3
J1107,SC03,SC03,borehole,289.65,36.4,36.59,15. Jan 09,36.12,24.81,6.77,9.11,17.81,1.03,0.0,0.01,0.8,0.36,0.25,0.1,0.52,MG,3
J1108,SC03,SC03,borehole,289.65,37.14,37.54,15. Jan 09,36.0,24.61,7.32,9.37,18.07,1.05,0.0,0.01,2.27,0.56,0.33,0.13,0.37,MG,3
J1109,SC03,SC03,borehole,289.65,36.59,37.14,15. Jan 09,35.03,23.7,8.86,9.92,18.05,1.33,0.0,0.01,0.85,0.41,0.27,0.09,0.48,MG,3
J1117,SC04,SC04,borehole,523.0,37.71,38.18,23. Dez 08,35.98,24.5,7.98,10.03,18.52,1.73,0.0,0.01,1.42,0.85,0.37,0.11,0.51,MG,3
J1118,SC04,SC04,borehole,523.0,38.29,39.14,23. Dez 08,33.45,22.97,9.73,9.92,19.07,1.88,0.0,0.01,1.08,0.54,0.3,0.1,0.41,MG,3
J1111,SC05,SC05,borehole,486.04,205.24,205.48,15. Jan 09,35.73,23.67,9.71,11.43,15.78,0.6,0.0,0.02,1.99,1.46,0.55,0.15,0.73,MG,3
J1112,SC05,SC05,borehole,486.04,205.7,206.35,15. Jan 09,42.38,24.96,3.59,10.46,16.03,0.13,0.0,0.01,1.45,0.83,0.41,0.13,0.62,MG,3
J1119,SC06,SC06,borehole,639.35,216.87,218.26,23. Dez 08,33.37,22.32,13.04,9.8,16.56,2.21,0.0,0.01,1.1,0.39,0.3,0.09,0.41,MG,3
J1112,SC07,SC07,borehole,593.73,185.18,186.38,01. Jul 08,31.64,23.49,13.73,10.06,17.1,2.72,0.0,0.01,1.28,0.56,0.35,0.14,0.44,MG,3
J1116,SC08,SC08,borehole,645.05,219.49,220.65,23. Dez 08,32.59,23.39,12.4,9.51,17.06,1.95,0.0,0.02,1.31,0.65,0.31,0.12,0.37,MG,3
J1114,SC09,SC09,borehole,648.7,222.51,223.62,23. Dez 08,36.4,23.91,8.84,9.07,17.46,1.49,0.0,0.01,1.08,0.42,0.19,0.1,0.33,MG,3
J1115,SC10,SC10,borehole,463.5,30.02,31.25,23. Dez 08,34.0,23.12,11.18,10.15,16.85,1.94,0.0,0.01,1.46,0.57,0.36,0.13,0.42,MG,3
J1111,SC11,SC11,borehole,460.2,39.01,39.69,23. Jan 09,33.89,23.38,10.23,9.78,17.68,2.2,0.0,0.01,1.55,0.43,0.39,0.11,0.31,MG,3
J1117,SC12,SC12,borehole,628.5,207.48,208.62,23. Dez 08,34.17,23.25,10.5,9.57,16.96,1.89,0.0,0.01,1.56,0.6,0.42,0.13,0.38,MG,3
J1124,SC13,SC13,borehole,666.04,228.26,228.44,03. Sep 13,,,,,,,,0.01,2.0,1.35,0.51,0.17,0.58,MG,3
J1114,SC13,SC13,borehole,666.04,228.2,229.66,23. Dez 08,35.6,24.12,8.49,9.7,16.54,1.06,0.0,0.01,1.48,0.73,0.34,0.13,0.47,MG,3
J1109,SC14,SC14,borehole,566.8,145.58,146.2,04. Aug 08,38.35,24.1,7.92,10.71,14.73,1.22,0.0,0.01,1.42,0.76,0.34,0.11,0.52,MG,3
J1113,SC15,SC15,borehole,560.65,129.39,130.72,23. Dez 08,33.27,23.73,13.15,10.25,16.2,1.83,0.0,0.01,1.23,0.54,0.31,0.12,0.49,MG,3
J1121,SC16,SC16,borehole,571.35,148.72,150.0,01. Jul 08,32.48,22.67,12.89,9.79,16.24,2.78,0.0,0.01,1.86,0.73,0.39,0.17,0.63,MG,3
J1115,SC17,SC17,borehole,455.32,35.02,35.81,23. Dez 08,33.76,23.53,11.23,9.17,16.49,1.92,0.0,0.01,0.97,0.44,0.3,0.13,0.55,MG,3
J1116,SC18,SC18,borehole,566.18,131.55,133.28,23. Dez 08,33.15,23.75,12.38,9.98,16.45,1.59,0.0,0.01,1.23,0.64,0.28,0.09,0.49,MG,3
J1119,SC19,SC19,borehole,578.94,147.68,148.86,23. Dez 08,33.01,23.02,12.41,10.25,16.47,1.86,0.0,0.02,0.87,0.48,0.25,0.12,0.5,MG,3
J1130,SC26,SC26,borehole,559.27,128.13,128.43,19. Sep 13,,,,,,,,0.01,1.41,0.79,0.39,0.17,0.6,MG,3
J1119,SC26,SC26,borehole,559.27,128.13,129.38,07. Feb 09,32.15,22.63,13.29,9.87,16.71,2.71,0.0,0.01,1.2,0.51,0.32,0.14,0.48,MG,3
J1119,SC27,SC27,borehole,453.22,13.84,15.1,07. Feb 09,31.65,22.64,13.86,9.74,16.27,1.85,0.0,0.01,0.94,0.35,0.24,0.13,0.53,MG,3
J1103,SC28,SC28,borehole,159.02,113.07,113.19,19. Sep 13,,,,,,,,0.01,2.85,1.82,0.72,0.24,0.72,MG,3
J1096,SC28,SC28,borehole,159.02,113.07,113.44,15. Jan 09,35.2,25.02,9.2,9.5,16.26,1.13,0.0,0.01,2.85,1.82,0.72,0.24,0.72,MG,3
J1097,SC28,SC28,borehole,159.02,113.44,114.5,15. Jan 09,29.58,20.53,15.8,9.02,16.66,3.91,0.0,0.01,1.05,0.35,0.26,0.11,0.37,MG,3
J1118,SC28A,SC28A,borehole,575.34,115.85,117.16,23. Jan 09,34.01,25.14,10.89,9.12,17.16,1.89,0.0,0.01,1.21,0.53,0.33,0.14,0.51,MG,3
J1116,SC29,SC29,borehole,471.86,33.81,34.2,07. Feb 09,34.81,23.59,11.36,11.9,14.32,1.44,0.0,0.01,1.74,1.22,0.47,0.17,0.68,MG,3
J1117,SC29,SC29,borehole,471.86,34.38,35.2,07. Feb 09,34.28,22.82,9.31,9.1,17.3,2.46,0.0,0.01,1.14,0.56,0.31,0.13,0.48,MG,3
J1124,SC31,SC31,borehole,476.77,40.05,40.7,07. Feb 09,35.92,23.25,9.22,10.12,17.18,1.91,0.0,0.01,1.08,0.52,0.31,0.13,0.48,MG,3
J1125,SC31,SC31,borehole,476.77,37.86,38.19,07. Feb 09,32.37,22.22,13.1,11.41,15.74,1.68,0.0,0.01,1.97,1.04,0.56,0.2,0.7,MG,3
J1121,SC33,SC33,borehole,520.4,103.23,103.51,19. Sep 13,,,,,,,,0.01,2.04,1.29,0.54,0.18,0.63,MG,3
J1111,SC33,SC33,borehole,520.4,103.67,104.35,17. Feb 09,32.58,22.25,12.64,9.44,16.86,1.45,0.0,0.01,0.93,0.32,0.26,0.1,0.37,MG,3
J1123,SC34,SC34,borehole,463.7,46.35,46.41,19. Sep 13,,,,,,,,0.01,1.16,0.7,0.29,0.15,0.62,MG,3
J1113,SC34,SC34,borehole,463.7,47.55,47.71,08. Sep 09,36.06,29.98,6.86,7.17,14.54,0.86,0.01,0.01,1.16,0.31,0.29,0.09,0.32,MG,3
J1117,SC38,SC38,borehole,467.39,41.51,41.56,23. Jan 09,32.05,23.15,13.97,11.09,16.19,1.84,0.0,0.01,0.69,0.21,0.12,0.05,0.21,MG,3
J1118,SC39,SC39,borehole,581.08,146.07,147.35,01. Jul 08,34.52,23.89,10.56,9.86,16.89,1.89,0.0,0.01,0.9,0.44,0.25,0.11,0.49,MG,3
J1120,SC40,SC40,borehole,564.8,141.93,142.76,23. Feb 09,35.25,24.46,9.28,9.97,17.85,2.08,0.0,0.01,1.2,0.6,0.38,0.16,0.65,MG,3
J1119,SC40,SC40,borehole,564.8,143.01,143.11,23. Feb 09,28.72,20.76,15.0,6.38,18.28,4.43,0.0,0.02,0.62,0.2,0.2,0.07,0.22,MG,3
